,predicted_eta_seconds
39583,3114.0754
39584,2213.2083
39585,3011.1873
39586,2592.7625
39587,3434.2488
39588,2516.0928
39589,2937.2744
39590,2797.3975
39591,3408.1106
39592,2886.0784
39593,3917.9565
39594,2721.5276
39595,3927.5215
39596,2469.7764
39597,3331.4329
39598,3315.723
39599,1993.5222
39600,3759.0107
39601,2562.4976
39602,3179.5142
39603,3996.9446
39604,3193.1843
39605,3150.1985
39606,2655.3608
39607,2464.6436
39608,2867.8174
39609,2823.1846
39610,2448.1704
39611,2840.2375
39612,2546.9075
39613,2022.7113
39614,2586.7908
39615,2695.7795
39616,2437.3132
39617,2491.6658
39618,2101.8335
39619,2617.076
39620,3116.4263
39621,1937.5927
39622,2474.6123
39623,2379.7993
39624,3180.9321
39625,3443.8674
39626,34353.965
39627,2417.8472
39628,3098.9622
39629,3006.3892
39630,2674.1035
39631,2863.6333
39632,2462.7273
39633,3336.1414
39634,3510.1472
39635,3125.827
39636,1974.3402
39637,2461.9658
39638,2824.4133
39639,2319.432
39640,3139.769
39641,2700.7634
39642,1883.5988
39643,2351.5464
39644,2753.5266
39645,3136.9756
39646,3018.5413
39647,2982.6143
39648,2911.5425
39649,2941.6013
39650,2639.447
39651,3805.391
39652,2533.321
39653,2360.535
39654,3021.4197
39655,2961.895
39656,2166.3054
39657,2568.8184
39658,2254.6755
39659,3929.4685
39660,2494.879
39661,2652.4614
39662,3838.5044
39663,3728.4607
39664,3276.9036
39665,2057.5261
39666,1935.0223
39667,2686.502
39668,2960.0044
39669,3095.2258
39670,2385.4805
39671,2355.5518
39672,2708.6052
39673,2499.6633
39674,2542.2122
39675,2160.3867
39676,2655.9634
39677,3237.7358
39678,2181.0127
39679,3227.446
39680,2578.235
39681,3010.6086
39682,2558.4487
39683,2661.86
39684,3776.7166
39685,3508.6956
39686,2317.906
39687,2595.4124
39688,4188.8047
39689,2386.8796
39690,2537.3005
39691,2911.2273
39692,2370.175
39693,2627.3474
39694,2408.5396
39695,3851.858
39696,3251.135
39697,3425.8884
39698,2047.8882
39699,2628.5432
39700,2586.5508
39701,2940.1921
39702,2930.6536
39703,3006.901
39704,3055.135
39705,3666.1892
39706,4807.3467
39707,2495.6519
39708,2823.6125
39709,3100.0789
39710,2208.5999
39711,2369.696
39712,2375.4714
39713,3019.254
39714,3538.9106
39715,2510.5513
39716,2869.9329
39717,3281.2415
39718,3101.1255
39719,3067.3792
39720,3304.3147
39721,2244.3848
39722,2733.6748
39723,3518.3074
39724,2351.4844
39725,2469.0518
39726,3429.5894
39727,2920.4421
39728,3517.6897
39729,3319.4644
39730,2339.2532
39731,3189.5564
39732,3831.4731
39733,3992.8906
39734,3120.3486
39735,3251.2676
39736,3581.336
39737,2300.9355
39738,3470.132
39739,2817.1624
39740,2724.3
39741,3698.2214
39742,2194.4956
39743,3410.1553
39744,1981.4863
39745,2730.1072
39746,3078.286
39747,2341.1707
39748,3191.4807
39749,2535.2185
39750,2394.1646
39751,3649.1755
39752,2136.8848
39753,1901.617
39754,2327.7695
39755,3687.2659
39756,2441.337
39757,3537.8164
39758,2901.4587
39759,2183.409
39760,3443.2617
39761,3206.3113
39762,2368.473
39763,3458.1084
39764,2379.9773
39765,3179.223
39766,2647.501
39767,2506.3826
39768,2247.4915
39769,2850.3992
39770,2890.0488
39771,3444.0725
39772,2592.0806
39773,2962.536
39774,3263.9595
39775,3158.0198
39776,2063.5708
39777,2348.1968
39778,2800.8962
39779,2532.4846
39780,3181.6135
39781,2997.2896
39782,2112.5798
39783,3284.8838
39784,3427.0515
39785,2654.3296
39786,2631.6875
39787,3567.1064
39788,2671.8884
39789,2555.4458
39790,3051.354
39791,4011.2332
39792,4966.7144
39793,2379.79
39794,2534.3164
39795,3796.0068
39796,3403.103
39797,2917.1047
39798,2858.3872
39799,3381.4011
39800,4321.4126
39801,3239.1587
39802,3461.706
39803,3597.568
39804,3188.652
39805,3254.1567
39806,3349.6597
39807,3469.6152
39808,3223.5588
39809,3357.1426
39810,2939.6775
39811,1836.9641
39812,3050.5964
39813,2854.9573
39814,2559.429
39815,2161.4543
39816,2845.4812
39817,2373.8276
39818,3245.256
39819,3121.449
39820,3112.1892
39821,2317.364
39822,3240.1968
39823,2979.3257
39824,2901.2732
39825,2513.7622
39826,3223.6763
39827,3146.4463
39828,2692.2725
39829,3877.8267
39830,4200.396
39831,3639.7793
39832,2559.736
39833,2328.4575
39834,2748.3206
39835,2964.1013
39836,2396.5378
39837,2440.3857
39838,3848.9155
39839,3401.4243
39840,3321.4048
39841,3064.399
39842,2059.0369
39843,2578.1836
39844,2921.6252
39845,3062.3813
39846,3531.459
39847,2787.7742
39848,3541.8975
39849,2783.057
39850,2480.6055
39851,2225.5903
39852,2848.8936
39853,2851.6956
39854,2527.3367
39855,2834.2715
39856,3185.5503
39857,2371.8225
39858,2916.6663
39859,2980.4749
39860,2483.8748
39861,4451.967
39862,3693.3777
39863,3303.542
39864,3673.7793
39865,3013.8735
39866,2679.2002
39867,3201.5613
39868,2368.6792
39869,2067.8018
39870,2855.0305
39871,2863.4573
39872,2891.8684
39873,2597.0283
39874,2826.583
39875,2457.1746
39876,2571.6892
39877,2764.5278
39878,2305.047
39879,2924.979
39880,3163.7249
39881,3255.2173
39882,3751.9995
39883,3575.792
39884,3017.0867
39885,2628.2258
39886,3543.0803
39887,2409.9695
39888,2886.9365
39889,2835.6338
39890,3496.5146
39891,2453.8586
39892,2604.6382
39893,4341.8477
39894,3163.084
39895,3423.1055
39896,3217.0002
39897,3403.9675
39898,2400.6436
39899,3318.2046
39900,2558.2988
39901,4339.545
39902,2827.3118
39903,2930.1365
39904,3140.4968
39905,3042.1511
39906,3384.0925
39907,2397.9067
39908,2273.05
39909,2941.038
39910,3440.0698
39911,3120.6838
39912,2322.7795
39913,3044.0823
39914,2756.0127
39915,2396.95
39916,2176.466
39917,2962.5283
39918,2755.7583
39919,3375.671
39920,2418.8936
39921,2355.3647
39922,2121.1199
39923,2965.6626
39924,2578.912
39925,2781.9194
39926,2314.8396
39927,3336.604
39928,3042.3
39929,3178.989
39930,2406.36
39931,2499.0894
39932,2893.0964
39933,2822.2002
39934,3400.8254
39935,2593.431
39936,2315.5398
39937,2653.2166
39938,2625.6582
39939,2915.7925
39940,2840.1665
39941,3090.0066
39942,2612.2625
39943,3741.527
39944,3191.8154
39945,2473.5837
39946,3187.3323
39947,3067.0725
39948,3253.5525
39949,3248.717
39950,4353.947
39951,3376.2969
39952,2828.7961
39953,2911.1094
39954,3035.594
39955,2249.5496
39956,3222.8042
39957,2982.7654
39958,3165.0425
39959,2678.7249
39960,4085.8162
39961,2730.307
39962,2543.4192
39963,3455.3606
39964,3094.612
39965,2521.1606
39966,3856.956
39967,2954.536
39968,2400.6448
39969,3048.2231
39970,3034.3545
39971,2748.566
39972,2857.979
39973,3147.7363
39974,3239.088
39975,2984.5054
39976,3851.4521
39977,3309.5222
39978,3403.342
39979,3267.2012
39980,2895.5186
39981,2623.4915
39982,3158.6958
39983,3428.606
39984,3289.1401
39985,2555.5332
39986,3321.0295
39987,2400.4026
39988,3116.582
39989,2576.6943
39990,3335.2856
39991,2600.5867
39992,3884.2385
39993,3440.7678
39994,2953.9446
39995,2607.9285
39996,3649.6755
39997,1878.081
39998,2698.537
39999,2916.5298
40000,3631.5867
40001,3957.133
40002,3028.9622
40003,3534.285
40004,2647.033
40005,2930.6296
40006,3156.0967
40007,3840.2034
40008,2202.6194
40009,3146.4797
40010,3088.6604
40011,4336.425
40012,3456.9292
40013,2781.5974
40014,3990.3735
40015,3689.3926
40016,3700.32
40017,3027.1252
40018,2635.1587
40019,2903.262
40020,2250.2366
40021,3177.0662
40022,3803.9043
40023,2799.0999
40024,1844.1017
40025,2826.8374
40026,4160.655
40027,2914.6106
40028,2025.1945
40029,2595.855
40030,2765.3464
40031,3430.6787
40032,3214.604
40033,3450.1577
40034,2577.3599
40035,2889.1924
40036,3282.899
40037,3545.0872
40038,3102.5627
40039,4028.6567
40040,2124.1235
40041,2591.7366
40042,3333.9468
40043,2778.7327
40044,2903.1206
40045,3171.839
40046,2999.3164
40047,3082.7747
40048,3297.6343
40049,3470.49
40050,3381.802
40051,3861.0054
40052,3654.5833
40053,3022.785
40054,2078.8625
40055,3584.87
40056,2784.548
40057,2761.6936
40058,3193.6758
40059,2361.435
40060,2806.2202
40061,4159.2056
40062,4559.8784
40063,3515.0586
40064,2923.4124
40065,3098.9226
40066,2533.6648
40067,2600.1753
40068,3972.4458
40069,3377.6816
40070,3022.2986
40071,3865.0122
40072,3614.1694
40073,5093.6787
40074,2795.8054
40075,3098.8623
40076,2950.5046
40077,4161.215
40078,3348.5774
40079,1912.1204
40080,3830.733
40081,2950.5063
40082,2917.5525
40083,2191.9138
40084,3925.8457
40085,2900.132
40086,2836.9912
40087,2588.818
40088,3554.7417
40089,2839.4978
40090,2985.5515
40091,3426.66
40092,3398.061
40093,3849.34
40094,3119.7996
40095,3317.4858
40096,2281.7737
40097,2887.968
40098,2795.7427
40099,3284.386
40100,3925.2356
40101,3841.3872
40102,2716.5288
40103,2182.5603
40104,3169.0715
40105,3761.0906
40106,3669.004
40107,2348.6375
40108,3157.6306
40109,2250.5986
40110,3348.909
40111,3374.598
40112,3312.4316
40113,2717.354
40114,3780.3208
40115,2746.892
40116,2758.2827
40117,3375.2578
40118,3334.2913
40119,2591.6523
40120,3057.191
40121,3942.8003
40122,3814.7998
40123,3034.2632
40124,3295.7485
40125,3066.981
40126,3391.344
40127,3547.7644
40128,2894.6047
40129,3114.787
40130,2918.9573
40131,3159.0781
40132,2604.2651
40133,5605.422
40134,2758.4
40135,3815.2302
40136,3113.1956
40137,3019.3218
40138,3579.276
40139,3655.0298
40140,2887.7197
40141,2791.3533
40142,3079.8599
40143,2092.6877
40144,3276.5247
40145,4994.948
40146,3286.31
40147,2673.9287
40148,3025.5095
40149,3547.6353
40150,4173.2705
40151,3911.1936
40152,3122.1465
40153,2704.139
40154,3426.5547
40155,3539.2356
40156,4292.556
40157,2465.3555
40158,3610.3384
40159,4519.129
40160,3403.218
40161,2552.208
40162,3020.0898
40163,3182.2627
40164,2247.3193
40165,2885.6917
40166,4396.337
40167,3849.4907
40168,2608.4626
40169,3499.5806
40170,2359.5999
40171,2637.0088
40172,4191.5386
40173,3224.5322
40174,2544.0437
40175,3117.3987
40176,4045.6995
40177,3113.2168
40178,3262.8994
40179,3326.4395
40180,3200.0466
40181,3744.6477
40182,2926.2598
40183,2757.1377
40184,4061.3926
40185,2970.12
40186,3322.3162
40187,3382.901
40188,2123.496
40189,1877.9056
40190,3184.2673
40191,4291.8564
40192,3208.88
40193,2652.8408
40194,2187.0198
40195,2891.4949
40196,3765.8535
40197,2874.319
40198,3003.8904
40199,2292.0388
40200,2719.672
40201,2794.0134
40202,2480.5652
40203,3194.5457
40204,2957.2568
40205,2705.481
40206,3168.5051
40207,2901.6155
40208,2841.202
40209,3633.4148
40210,3508.5693
40211,3438.4485
40212,3387.7458
40213,2524.9788
40214,3593.6746
40215,2679.1624
40216,2775.4077
40217,3914.8416
40218,4111.3105
40219,3029.5637
40220,4258.468
40221,2665.9307
40222,2676.409
40223,2774.637
40224,3228.8718
40225,2852.8462
40226,3624.4114
40227,2557.4114
40228,3661.233
40229,3562.5605
40230,3550.4648
40231,4095.05
40232,4330.612
40233,3991.74
40234,2059.4485
40235,2575.3105
40236,4194.966
40237,3966.3418
40238,3255.4155
40239,3496.3564
40240,2892.823
40241,3553.3264
40242,3026.5657
40243,3119.8938
40244,3190.3896
40245,2984.5032
40246,2859.3188
40247,4712.316
40248,2637.5051
40249,2701.9822
40250,2289.3206
40251,3701.774
40252,2799.8015
40253,2487.762
40254,3069.705
40255,2864.5913
40256,3269.9512
40257,3169.3352
40258,2866.5334
40259,2877.6711
40260,3443.4521
40261,2613.595
40262,3428.8457
40263,2756.521
40264,2539.0693
40265,2826.7947
40266,2697.3804
40267,2897.1338
40268,3145.42
40269,2857.6455
40270,2688.2368
40271,2302.2363
40272,2901.6655
40273,3402.962
40274,3148.4375
40275,3366.1057
40276,3185.7302
40277,3529.7766
40278,5035.9736
40279,2512.7065
40280,2694.0303
40281,3054.3284
40282,3327.798
40283,2564.6248
40284,2985.5562
40285,2894.4343
40286,3956.5217
40287,3112.9827
40288,3339.555
40289,2698.472
40290,2413.9211
40291,2776.0288
40292,2999.7048
40293,3649.2585
40294,2148.4692
40295,2720.5085
40296,2690.9998
40297,2353.309
40298,3879.6843
40299,2201.1846
40300,2327.4258
40301,3252.236
40302,4267.5312
40303,3093.123
40304,3152.7097
40305,4181.2764
40306,3517.4985
40307,3362.1948
40308,2119.7563
40309,3069.6348
40310,2537.579
40311,3069.394
40312,4300.1294
40313,3400.0105
40314,3243.6228
40315,2041.7648
40316,2942.184
40317,2826.8892
40318,3802.648
40319,3230.2668
40320,2238.9524
40321,2970.6267
40322,3116.1694
40323,2515.564
40324,3004.261
40325,3821.2075
40326,2477.3098
40327,3004.089
40328,3497.7014
40329,2991.8828
40330,3499.7664
40331,4987.8047
40332,2308.9678
40333,4015.4033
40334,4928.2427
40335,3490.7522
40336,3299.8816
40337,3549.0425
40338,3824.965
40339,2606.2986
40340,4483.147
40341,5134.873
40342,2869.8293
40343,2435.8125
40344,2861.0718
40345,2492.1875
40346,2537.9565
40347,2683.0918
40348,2897.5198
40349,2728.5198
40350,3130.9119
40351,2977.2234
40352,3394.7224
40353,3385.731
40354,4962.649
40355,2504.0066
40356,2954.1707
40357,2622.4622
40358,3177.4653
40359,3425.1082
40360,3373.231
40361,2917.674
40362,2992.6868
40363,4849.776
40364,5336.9478
40365,3059.6865
40366,2733.8127
40367,2830.0364
40368,2482.093
40369,3799.0364
40370,3472.8289
40371,3120.208
40372,3345.981
40373,3212.9421
40374,4090.1746
40375,5464.502
40376,3190.16
40377,2206.0693
40378,3612.2214
40379,2632.2773
40380,2858.965
40381,3438.9436
40382,2814.1384
40383,2545.4207
40384,2750.2444
40385,3209.2747
40386,2977.1284
40387,3765.5671
40388,3908.0002
40389,3294.239
40390,2735.442
40391,3874.3853
40392,2727.0562
40393,3410.6125
40394,3090.6704
40395,2673.6992
40396,2777.391
40397,3178.5547
40398,2361.775
40399,3057.413
40400,3290.3179
40401,4060.8748
40402,3647.653
40403,2962.6733
40404,3466.4717
40405,4246.005
40406,3901.513
40407,2511.5881
40408,2977.8406
40409,3249.3728
40410,2682.6123
40411,2907.9028
40412,2634.9072
40413,3132.2695
40414,3089.3909
40415,3187.5222
40416,2723.9214
40417,3379.7402
40418,3051.5288
40419,2767.4158
40420,3677.994
40421,2778.169
40422,2673.6438
40423,2729.5012
40424,3100.0317
40425,2786.7078
40426,3592.4207
40427,3541.6812
40428,2583.5298
40429,2449.1006
40430,3093.1538
40431,3245.7544
40432,3954.5977
40433,3651.1814
40434,4347.9014
40435,2158.1467
40436,2447.3972
40437,2960.299
40438,2863.107
40439,3967.0151
40440,2979.517
40441,2832.5876
40442,2950.7786
40443,2348.8113
40444,3484.4568
40445,3643.5803
40446,4988.8022
40447,2993.1765
40448,2935.5613
40449,2751.0586
40450,3226.6729
40451,2257.8806
40452,4611.115
40453,3456.182
40454,2343.582
40455,2312.9456
40456,2548.0764
40457,3271.7588
40458,3006.856
40459,3299.295
40460,2073.0632
40461,2668.4756
40462,3278.4739
40463,2795.508
40464,3375.321
40465,2691.067
40466,2408.1448
40467,3518.132
40468,3088.2266
40469,2791.032
40470,3215.435
40471,2622.5981
40472,4252.6855
40473,2170.9177
40474,2409.462
40475,3207.8047
40476,3388.7263
40477,3246.7925
40478,4769.973
40479,3199.313
40480,3859.3176
40481,3479.54
40482,3195.039
40483,2519.542
40484,3012.1162
40485,2278.464
40486,3609.4092
40487,3055.1924
40488,3255.0247
40489,2664.9702
40490,2115.8403
40491,3298.048
40492,2530.412
40493,3046.8113
40494,3090.6755
40495,2913.7375
40496,2811.5054
40497,2011.1815
40498,2540.2253
40499,2854.1714
40500,3459.764
40501,3121.6252
40502,2849.838
40503,2919.944
40504,3568.5388
40505,2791.6936
40506,2743.6648
40507,2653.7947
40508,3194.4873
40509,2942.4204
40510,2951.4448
40511,3174.1865
40512,2629.011
40513,2108.1064
40514,2825.7637
40515,2717.3433
40516,3116.2576
40517,4291.3843
40518,2911.3933
40519,2231.9053
40520,2375.7432
40521,3219.8904
40522,2323.6238
40523,3003.345
40524,2302.956
40525,3121.3184
40526,3648.9565
40527,3740.0464
40528,2489.0645
40529,3448.654
40530,2936.5679
40531,2559.3127
40532,2692.8179
40533,3580.01
40534,2844.5715
40535,3317.2847
40536,2720.6074
40537,3068.9888
40538,3262.342
40539,2833.847
40540,2782.343
40541,3122.3528
40542,2906.4495
40543,3981.9365
40544,3108.1492
40545,3095.938
40546,2294.956
40547,3074.5269
40548,2994.8955
40549,3684.3542
40550,3178.4902
40551,2647.833
40552,3638.221
40553,3358.4597
40554,2506.1323
40555,3513.399
40556,2468.221
40557,2462.0984
40558,4677.81
40559,2681.2966
40560,3023.6082
40561,3242.9478
40562,3204.6062
40563,4239.6753
40564,2718.963
40565,3287.5974
40566,4167.985
40567,3067.1465
40568,3489.3235
40569,3693.9478
40570,2701.3513
40571,2795.4893
40572,3863.517
40573,4087.9697
40574,3013.8027
40575,2699.8337
40576,5398.633
40577,3638.334
40578,3824.2832
40579,2238.4714
40580,2527.9702
40581,3283.4468
40582,2914.8904
40583,3464.604
40584,3354.7751
40585,3102.4116
40586,4769.2466
40587,4455.0767
40588,4346.52
40589,4425.717
40590,3893.5696
40591,2764.6711
40592,3370.8975
40593,2201.9695
40594,2890.0442
40595,2254.366
40596,4796.1245
40597,3225.9192
40598,2495.7014
40599,2439.809
40600,3686.484
40601,3728.0984
40602,3325.741
40603,2928.9934
40604,2991.619
40605,3598.1106
40606,3369.2827
40607,3320.4417
40608,2320.1477
40609,2628.1448
40610,2935.038
40611,3466.5774
40612,3272.3965
40613,4107.463
40614,4009.5476
40615,3252.615
40616,4385.539
40617,3175.3086
40618,3359.588
40619,2652.0337
40620,5015.1074
40621,2681.967
40622,4415.8276
40623,2287.4456
40624,3048.8867
40625,2741.674
40626,3955.1187
40627,2399.286
40628,2482.3303
40629,2481.862
40630,2085.3098
40631,5012.578
40632,3972.5276
40633,3268.548
40634,3257.528
40635,2948.0193
40636,3083.459
40637,3150.7842
40638,4613.795
40639,2582.0012
40640,2987.5647
40641,3011.3835
40642,3234.5598
40643,3395.8691
40644,2446.155
40645,2944.9146
40646,2949.1233
40647,5257.072
40648,2295.936
40649,3181.1523
40650,2362.3855
40651,5638.3247
40652,2885.3381
40653,3809.0688
40654,2777.1086
40655,3021.896
40656,3942.4807
40657,2806.1672
40658,2884.7317
40659,2791.1345
40660,2800.915
40661,3679.5254
40662,2499.8108
40663,2714.7517
40664,3287.3062
40665,2642.387
40666,3154.118
40667,2739.5513
40668,2958.1252
40669,3055.4177
40670,4506.36
40671,2913.6653
40672,2982.5754
40673,2876.8552
40674,3613.3064
40675,3461.288
40676,2690.4893
40677,3439.4548
40678,3155.8083
40679,3623.5422
40680,5582.449
40681,4359.844
40682,4853.749
40683,2620.2825
40684,2627.6262
40685,3137.2424
40686,4366.151
40687,3985.212
40688,3163.3594
40689,3955.7869
40690,2588.2153
40691,1955.9792
40692,3453.8313
40693,3035.728
40694,2784.3635
40695,2818.4873
40696,3290.0938
40697,3161.4731
40698,2439.721
40699,2862.7014
40700,3153.0117
40701,3064.2925
40702,4036.4028
40703,3503.107
40704,2895.7646
40705,3574.5425
40706,3404.766
40707,3573.2266
40708,2821.862
40709,3351.5413
40710,2847.4502
40711,2725.3484
40712,2457.9055
40713,2613.0051
40714,2415.8667
40715,2846.6426
40716,2805.071
40717,3162.3508
40718,5084.0176
40719,4021.988
40720,2960.16
40721,2260.7317
40722,3391.8857
40723,2554.3325
40724,2749.9932
40725,3434.7405
40726,2625.5708
40727,2938.3855
40728,2832.5437
40729,3787.899
40730,3458.0264
40731,3396.572
40732,3367.641
40733,3786.0828
40734,3374.8845
40735,4293.306
40736,3587.0605
40737,3334.4424
40738,3421.8958
40739,3368.5571
40740,3098.8315
40741,2635.9988
40742,2688.7737
40743,3238.7625
40744,2653.0654
40745,2730.5576
40746,3263.6543
40747,3779.586
40748,3480.94
40749,2205.9343
40750,3727.1829
40751,3781.672
40752,2251.4187
40753,2976.485
40754,3640.0352
40755,2430.186
40756,2827.5105
40757,1982.2463
40758,3154.6843
40759,2956.6782
40760,3223.2595
40761,3737.651
40762,3096.206
40763,4282.901
40764,3778.3252
40765,3472.3652
40766,3143.7883
40767,3891.8784
40768,3462.903
40769,3345.7441
40770,3070.8875
40771,3359.4749
40772,2906.989
40773,2447.5498
40774,3346.2925
40775,3007.026
40776,1994.602
40777,4199.606
40778,2358.3413
40779,3109.4639
40780,2579.4473
40781,3287.4182
40782,2995.721
40783,3000.9075
40784,2300.2559
40785,4154.561
40786,2752.1824
40787,3535.871
40788,3677.8699
40789,2059.1125
40790,3661.9927
40791,1996.4314
40792,2626.321
40793,3044.8257
40794,3717.817
40795,3191.5857
40796,3297.3875
40797,3329.8435
40798,3365.184
40799,3497.024
40800,4147.076
40801,2892.1726
40802,2826.3672
40803,2710.573
40804,2516.4426
40805,3222.0115
40806,3042.0332
40807,3458.5923
40808,2381.6367
40809,4656.3706
40810,2382.4697
40811,2927.965
40812,3383.1135
40813,2701.3596
40814,3752.6719
40815,2548.2542
40816,2452.8787
40817,3308.8408
40818,3176.6167
40819,3138.678
40820,3630.1147
40821,2494.5447
40822,3379.1501
40823,3469.7102
40824,2852.6794
40825,3728.4688
40826,4014.1646
40827,2375.0588
40828,3401.0303
40829,3885.987
40830,3228.226
40831,3686.6206
40832,2519.4272
40833,3674.658
40834,2696.0437
40835,3010.5452
40836,2664.7966
40837,3479.2974
40838,2508.2495
40839,2808.7253
40840,2742.5662
40841,4345.2593
40842,3888.3906
40843,2491.4182
40844,4234.68
40845,3210.4404
40846,2481.074
40847,3637.2905
40848,4314.043
40849,2729.3792
40850,2707.8018
40851,3289.2974
40852,2805.2295
40853,2777.357
40854,4430.9824
40855,3394.2559
40856,2531.2275
40857,3785.1345
40858,3440.13
40859,3377.4592
40860,2820.2627
40861,2919.105
40862,3103.5332
40863,3495.607
40864,2387.4329
40865,2703.2356
40866,3723.1267
40867,2436.8813
40868,2920.9895
40869,3286.5657
40870,3300.169
40871,4549.847
40872,2757.8665
40873,2640.917
40874,2716.4158
40875,3387.8044
40876,4393.601
40877,3113.3494
40878,2683.0518
40879,3909.7405
40880,3292.0315
40881,3416.1553
40882,4173.467
40883,3181.2188
40884,3799.7988
40885,3698.4
40886,3174.0144
40887,3008.434
40888,2402.7292
40889,2304.8567
40890,3496.1633
40891,2886.9353
40892,3896.111
40893,3070.4495
40894,2767.544
40895,2991.135
40896,3983.94
40897,3565.4941
40898,3406.2854
40899,3015.3757
40900,2890.7004
40901,2298.8237
40902,3537.7236
40903,3373.594
40904,3430.667
40905,2598.8577
40906,3354.3057
40907,2833.6228
40908,4377.258
40909,2695.0632
40910,4158.7256
40911,3765.7268
40912,4709.7754
40913,3652.5073
40914,3588.091
40915,2826.885
40916,2397.0566
40917,2356.616
40918,3155.468
40919,3099.3984
40920,3402.2534
40921,3498.2546
40922,3835.3745
40923,2996.452
40924,3084.1836
40925,3703.9404
40926,2869.3347
40927,3959.8218
40928,2906.4812
40929,1815.6705
40930,2293.4421
40931,3062.0703
40932,3536.933
40933,3472.341
40934,2843.2483
40935,2686.064
40936,4780.7026
40937,2380.968
40938,2380.5593
40939,4108.697
40940,3026.2412
40941,3480.7544
40942,3055.8855
40943,3854.6394
40944,5546.56
40945,2900.4963
40946,3775.991
40947,2716.9148
40948,5179.6304
40949,3519.4321
40950,2214.4302
40951,3086.4731
40952,2899.468
40953,2339.2683
40954,3090.6309
40955,3880.9644
40956,3953.0422
40957,2450.7188
40958,2234.334
40959,4201.9624
40960,3038.9446
40961,2540.8098
40962,3736.7905
40963,3642.6204
40964,3179.0635
40965,2310.5657
40966,3695.1223
40967,3102.597
40968,3451.7588
40969,3051.829
40970,3784.7988
40971,3521.4956
40972,2341.6335
40973,3010.1333
40974,2451.942
40975,3018.8389
40976,2914.828
40977,2399.555
40978,2987.3696
40979,3892.1677
40980,2378.2712
40981,3113.6772
40982,3456.097
40983,2461.2847
40984,3536.7695
40985,3160.0483
40986,4569.5986
40987,2532.929
40988,4179.02
40989,2598.8745
40990,3866.6416
40991,2876.3342
40992,3578.4353
40993,3039.8323
40994,3150.1545
40995,2859.5017
40996,3844.2446
40997,4399.671
40998,4679.677
40999,2715.9863
41000,3665.33
41001,3335.2698
41002,3513.7612
41003,2962.2966
41004,2962.1125
41005,2723.802
41006,1997.8088
41007,3776.9792
41008,2688.6758
41009,3365.3264
41010,3359.461
41011,3318.1614
41012,2904.1548
41013,3605.8403
41014,2697.727
41015,4520.528
41016,3533.91
41017,2388.8472
41018,3226.871
41019,3047.681
41020,3077.0002
41021,2798.377
41022,3422.6353
41023,2873.776
41024,3609.1345
41025,3936.4263
41026,3879.7764
41027,2757.572
41028,3177.6753
41029,2995.7776
41030,2803.7107
41031,3653.5488
41032,2857.2676
41033,2546.5007
41034,2277.7698
41035,3140.174
41036,3586.814
41037,2346.7947
41038,2893.084
41039,2636.643
41040,2986.41
41041,2897.2773
41042,4048.8032
41043,3159.4875
41044,3064.718
41045,3613.4082
41046,2674.3992
41047,3721.049
41048,5531.1978
41049,2431.4963
41050,3436.198
41051,2108.0874
41052,3346.872
41053,3502.5808
41054,5028.1177
41055,3125.3408
41056,3974.6172
41057,2953.7622
41058,2622.1282
41059,4007.8767
41060,2881.839
41061,2545.8335
41062,5145.106
41063,3345.6438
41064,2893.558
41065,4653.9756
41066,3202.293
41067,3434.9143
41068,3603.9893
41069,4014.6013
41070,2350.832
41071,2744.8079
41072,4394.487
41073,3589.2961
41074,4188.437
41075,2852.608
41076,3767.1724
41077,3802.7466
41078,2925.8525
41079,3151.9124
41080,3666.141
41081,2780.2483
41082,3002.3064
41083,2825.3804
41084,2302.95
41085,3050.608
41086,4880.5728
41087,2764.2153
41088,2676.2698
41089,3416.02
41090,3236.7642
41091,2750.9338
41092,4659.9756
41093,3689.6682
41094,3663.7766
41095,2756.265
41096,3563.197
41097,3482.3442
41098,3577.7354
41099,3739.614
41100,3477.8728
41101,2358.9324
41102,2953.9849
41103,4031.5627
41104,2844.0845
41105,3499.774
41106,2301.8179
41107,4839.0366
41108,2900.9182
41109,4300.5996
41110,2525.3765
41111,2650.65
41112,4447.0
41113,3601.9902
41114,3258.8716
41115,4628.223
41116,2785.4458
41117,3551.4524
41118,3305.5935
41119,4269.06
41120,2710.974
41121,3811.0935
41122,4216.855
41123,2747.9937
41124,3903.8684
41125,3894.8628
41126,3882.3145
41127,3184.033
41128,2842.8542
41129,2625.5278
41130,3004.5105
41131,3108.2358
41132,3194.2185
41133,3679.3906
41134,3447.5898
41135,4211.788
41136,3530.7878
41137,3118.5574
41138,3654.8953
41139,3147.1182
41140,3777.94
41141,4432.3945
41142,4104.0894
41143,4471.858
41144,4459.8936
41145,3624.5864
41146,2914.7986
41147,3667.3064
41148,3213.5054
41149,3172.3074
41150,3455.1885
41151,3631.7988
41152,2600.7605
41153,3888.9644
41154,3254.6655
41155,4172.003
41156,3256.2458
41157,3376.679
41158,2621.6152
41159,2543.2026
41160,5221.2007
41161,2255.147
41162,2315.3843
41163,4614.7354
41164,2760.826
41165,3295.9346
41166,4272.5474
41167,2798.138
41168,2854.6777
41169,2620.231
41170,3414.2434
41171,3215.9385
41172,3995.7698
41173,2333.658
41174,4260.226
41175,2237.4248
41176,3248.916
41177,3514.016
41178,2806.8647
41179,4056.8167
41180,2109.422
41181,2900.1682
41182,3362.609
